42370,7,1.5,1/1/2016
42370,4,5.8,1/1/2016
42370,6,18,1/1/2016
42370,2,213287.5,1/1/2016
42370,3,44550,1/1/2016
42370,1,53750,1/1/2016
42370,5,0,1/1/2016
