6986,0,3/7/2013
6985,0,3/6/2013
6984,0,3/5/2013
6983,0,3/4/2013
6982,0,3/3/2013
6981,0,3/2/2013
6980,0,3/1/2013
6979,0,2/28/2013
6978,0,2/27/2013
6977,0,2/26/2013
6976,0.1,2/25/2013
6975,0,2/24/2013
6974,0,2/23/2013
6973,1.27,2/22/2013
6972,0.56,2/21/2013
6971,0,2/20/2013
6970,0,2/19/2013
6969,0,2/18/2013
6968,0.03,2/17/2013
6967,0,2/16/2013
6966,0,2/15/2013
6965,0,2/14/2013
6964,0,2/13/2013
6963,0,2/12/2013
6962,0,2/11/2013
6961,0.13,2/10/2013
6960,0,2/9/2013
6959,0,2/8/2013
6958,0,2/7/2013
6957,0,2/6/2013
6956,0,2/5/2013
6955,0,2/4/2013
6954,0,2/3/2013
6953,0,2/2/2013
6952,0,2/1/2013
6951,0,1/31/2013
6950,0.1,1/30/2013
6949,0,1/29/2013
6948,0.03,1/28/2013
6947,0.08,1/27/2013
6946,0,1/26/2013
6945,0,1/25/2013
6944,0,1/24/2013
6943,0,1/23/2013
6942,0,1/22/2013
6941,0,1/21/2013
6940,0,1/20/2013
6939,0,1/19/2013
6938,0,1/18/2013
6937,0,1/17/2013
6936,0,1/16/2013
6935,0,1/15/2013
6934,0,1/14/2013
6933,0,1/13/2013
6932,0,1/12/2013
6931,0.2,1/11/2013
6930,0,1/10/2013
6929,0,1/9/2013
6928,0,1/8/2013
6927,0,1/7/2013
6926,0,1/6/2013
6925,0,1/5/2013
6924,0,1/4/2013
6923,0,1/3/2013
6922,0,1/2/2013
6921,0,1/1/2013
6920,0,12/31/2012
6919,0,12/30/2012
6918,0,12/29/2012
6917,0.15,12/28/2012
6916,0.08,12/27/2012
6915,0,12/26/2012
6914,0,12/25/2012
6913,0,12/24/2012
6912,0,12/23/2012
6911,0,12/22/2012
6910,0,12/21/2012
6909,1.93,12/20/2012
6908,0,12/19/2012
6907,0,12/18/2012
6906,0,12/17/2012
6905,0,12/16/2012
6904,1.42,12/15/2012
6903,0,12/14/2012
6902,0,12/13/2012
6901,0,12/12/2012
6900,0,12/11/2012
6899,0,12/10/2012
6898,0,12/9/2012
6897,0,12/8/2012
6896,0,12/7/2012
6895,0,12/6/2012
6894,0,12/5/2012
6893,0,12/4/2012
6892,0,12/3/2012
6891,0,12/2/2012
6890,0,12/1/2012
6889,0,11/30/2012
6888,0,11/29/2012
6887,0,11/28/2012
6886,0,11/27/2012
6885,0,11/26/2012
6884,0,11/25/2012
6883,0,11/24/2012
6882,0,11/23/2012
6881,0,11/22/2012
6880,0,11/21/2012
6879,0,11/20/2012
6878,0,11/19/2012
6877,0,11/18/2012
6876,0,11/17/2012
6875,0,11/16/2012
6874,0,11/15/2012
6873,0,11/14/2012
6872,0,11/13/2012
6871,0,11/12/2012
6870,1.7,11/11/2012
6869,0,11/10/2012
6868,0,11/9/2012
6867,0,11/8/2012
6866,0,11/7/2012
6865,0,11/6/2012
6864,0,11/5/2012
6863,0,11/4/2012
6862,0,11/3/2012
6861,0,11/2/2012
6860,0,11/1/2012
6859,0,10/31/2012
6858,0,10/30/2012
6857,0,10/29/2012
6856,0,10/28/2012
6855,0,10/27/2012
6854,0,10/26/2012
6853,0.64,10/25/2012
6852,0.05,10/24/2012
6851,0.05,10/23/2012
6850,0,10/22/2012
6849,0,10/21/2012
6848,0,10/20/2012
6847,0,10/19/2012
6846,0,10/18/2012
6845,0.05,10/17/2012
6844,0,10/16/2012
6843,0,10/15/2012
6842,0,10/14/2012
6841,1.19,10/13/2012
6840,0,10/12/2012
6839,0,10/11/2012
6838,0,10/10/2012
6837,0,10/9/2012
6836,0,10/8/2012
6835,0,10/7/2012
6834,0,10/6/2012
6833,0,10/5/2012
6832,0,10/4/2012
6831,0,10/3/2012
6830,0,10/2/2012
6829,0.13,10/1/2012
6828,0,9/30/2012
6827,0,9/29/2012
6826,0,9/28/2012
6825,0,9/27/2012
6824,0,9/26/2012
6823,0,9/25/2012
6822,0,9/24/2012
6821,0,9/23/2012
6820,0,9/22/2012
6819,0,9/21/2012
6818,0,9/20/2012
6817,0,9/19/2012
6816,0,9/18/2012
6815,0,9/17/2012
6814,0,9/16/2012
6813,0,9/15/2012
6812,0,9/14/2012
6811,1.22,9/13/2012
6810,0,9/12/2012
6809,0,9/11/2012
6808,0,9/10/2012
6807,0,9/9/2012
6806,0,9/8/2012
6805,0,9/7/2012
6804,0,9/6/2012
6803,0,9/5/2012
6802,0,9/4/2012
6801,0,9/3/2012
6800,0,9/2/2012
6799,0,9/1/2012
6798,0,8/31/2012
6797,0,8/30/2012
6796,0,8/29/2012
6795,0,8/28/2012
6794,0,8/27/2012
6793,1.78,8/26/2012
6792,0.05,8/25/2012
6791,0,8/24/2012
6790,0,8/23/2012
6789,0,8/22/2012
6788,0,8/21/2012
6787,0,8/20/2012
6786,0.36,8/19/2012
6785,0.03,8/18/2012
6784,0,8/17/2012
6783,0,8/16/2012
6782,0,8/15/2012
6781,0,8/14/2012
6780,0,8/13/2012
6779,0,8/12/2012
6778,0,8/11/2012
6777,0,8/10/2012
6776,0,8/9/2012
6775,0,8/8/2012
6774,0,8/7/2012
6773,0,8/6/2012
6772,0,8/5/2012
6771,0.18,8/4/2012
6770,0,8/3/2012
6769,1.37,8/2/2012
6768,0.1,8/1/2012
6767,0,7/31/2012
6766,0.08,7/30/2012
6765,0,7/29/2012
6764,0,7/28/2012
6763,0,7/27/2012
6762,0,7/26/2012
6761,0,7/25/2012
6760,0,7/24/2012
6759,0,7/23/2012
6758,0,7/22/2012
6757,0,7/21/2012
6756,0,7/20/2012
6755,0,7/19/2012
6754,0,7/18/2012
6753,0,7/17/2012
6752,0,7/16/2012
6751,0,7/15/2012
6750,0,7/14/2012
6749,0,7/13/2012
6748,0,7/12/2012
6747,0,7/11/2012
6746,0,7/10/2012
6745,0.33,7/9/2012
6744,0,7/8/2012
6743,0,7/7/2012
6742,0,7/6/2012
6741,0,7/5/2012
6740,0,7/4/2012
6739,0,7/3/2012
6738,0,7/2/2012
6737,0,7/1/2012
6736,0,6/30/2012
6735,0,6/29/2012
6734,0,6/28/2012
6733,0,6/27/2012
6732,0,6/26/2012
6731,0,6/25/2012
6730,0,6/24/2012
6729,0.71,6/23/2012
6728,0,6/22/2012
6727,1.14,6/21/2012
6726,0,6/20/2012
6725,0,6/19/2012
6724,0,6/18/2012
6723,1.88,6/17/2012
6722,0.89,6/16/2012
6721,0.79,6/15/2012
6720,0,6/14/2012
6719,0.25,6/13/2012
6718,0,6/12/2012
6717,0,6/11/2012
6716,0,6/10/2012
6715,0,6/9/2012
6714,0,6/8/2012
6713,0,6/7/2012
6712,0,6/6/2012
6711,0,6/5/2012
6710,0,6/4/2012
6709,0,6/3/2012
6708,0.13,6/2/2012
6707,0,6/1/2012
6706,0.61,5/31/2012
6705,0,5/30/2012
6704,0,5/29/2012
6703,2.18,5/28/2012
6702,0,5/27/2012
6701,0.56,5/26/2012
6700,0.1,5/25/2012
6699,2.13,5/24/2012
6698,0,5/23/2012
6697,0,5/22/2012
6696,0,5/21/2012
6695,1.07,5/20/2012
6694,0,5/19/2012
6693,0,5/18/2012
6692,0,5/17/2012
6691,0,5/16/2012
6690,0,5/15/2012
6689,0,5/14/2012
6688,0,5/13/2012
6687,0,5/12/2012
6686,0,5/11/2012
6685,0,5/10/2012
6684,0,5/9/2012
6683,0,5/8/2012
6682,0,5/7/2012
6681,0.23,5/6/2012
6680,0.1,5/5/2012
6679,0,5/4/2012
6678,0.08,5/3/2012
6677,0,5/2/2012
6676,0,5/1/2012
6675,0,4/30/2012
6674,0,4/29/2012
6673,1.75,4/28/2012
6672,0,4/27/2012
6671,0,4/26/2012
6670,0,4/25/2012
6669,0,4/24/2012
6668,0,4/23/2012
6667,0,4/22/2012
6666,0,4/21/2012
6665,0.08,4/20/2012
6664,0,4/19/2012
6663,0,4/18/2012
6662,0,4/17/2012
6661,0,4/16/2012
6660,0.74,4/15/2012
6659,0,4/14/2012
6658,1.04,4/13/2012
6657,0,4/12/2012
6656,0,4/11/2012
6655,0,4/10/2012
6654,0,4/9/2012
6653,0,4/8/2012
6652,0.23,4/7/2012
6651,0,4/6/2012
6650,1.22,4/5/2012
6649,0,4/4/2012
6648,0,4/3/2012
6647,0,4/2/2012
6646,0,4/1/2012
6645,0,3/31/2012
6644,0.2,3/30/2012
6643,0,3/29/2012
6642,0,3/28/2012
6641,0,3/27/2012
6640,0,3/26/2012
6639,0,3/25/2012
6638,0,3/24/2012
6637,0,3/23/2012
6636,0.79,3/22/2012
6635,0.08,3/21/2012
6634,0.38,3/20/2012
6633,0,3/19/2012
6632,0,3/18/2012
6631,0,3/17/2012
6630,0,3/16/2012
6629,0,3/15/2012
6628,0,3/14/2012
6627,0,3/13/2012
6626,0.69,3/12/2012
6625,0,3/11/2012
6624,0,3/10/2012
6623,0,3/9/2012
6622,0,3/8/2012
6621,0,3/7/2012
6620,0,3/6/2012
6619,0,3/5/2012
6618,0,3/4/2012
6617,0,3/3/2012
6616,0,3/2/2012
6615,0,3/1/2012
6614,0.08,2/29/2012
6613,0,2/28/2012
6612,0,2/27/2012
6611,0,2/26/2012
6610,0,2/25/2012
6609,0,2/24/2012
6608,0,2/23/2012
6607,0,2/22/2012
6606,0,2/21/2012
6605,0,2/20/2012
6604,0,2/19/2012
6603,0,2/18/2012
6602,0,2/17/2012
6601,0,2/16/2012
6600,0,2/15/2012
6599,0,2/14/2012
6598,0.08,2/13/2012
6597,0,2/12/2012
6596,0,2/11/2012
6595,0,2/10/2012
6594,0,2/9/2012
6593,0.15,2/8/2012
6592,0,2/7/2012
6591,0,2/6/2012
6590,0,2/5/2012
6589,1.68,2/4/2012
6588,0.28,2/3/2012
6587,0,2/2/2012
6586,0,2/1/2012
6585,0,1/31/2012
6584,0,1/30/2012
6583,0,1/29/2012
6582,0,1/28/2012
6581,0,1/27/2012
6580,0,1/26/2012
6579,0,1/25/2012
6578,0,1/24/2012
6577,0.23,1/23/2012
6576,0,1/22/2012
6575,0,1/21/2012
6574,0,1/20/2012
6573,0,1/19/2012
6572,0,1/18/2012
6571,0.03,1/17/2012
6570,0,1/16/2012
6569,0,1/15/2012
6568,0,1/14/2012
6567,0,1/13/2012
6566,0,1/12/2012
6565,0,1/11/2012
6564,0,1/10/2012
6563,0,1/9/2012
6562,0,1/8/2012
6561,0,1/7/2012
6560,0,1/6/2012
6559,0,1/5/2012
6558,0,1/4/2012
6557,0,1/3/2012
6556,0,1/2/2012
6555,0,1/1/2012
6554,0,12/31/2011
6553,0,12/30/2011
6552,0,12/29/2011
6551,0,12/28/2011
6550,0,12/27/2011
6549,0,12/26/2011
6548,0,12/25/2011
6547,0,12/24/2011
6546,0,12/23/2011
6545,0.1,12/22/2011
6544,0,12/21/2011
6543,0,12/20/2011
6542,0,12/19/2011
6541,0,12/18/2011
6540,0,12/17/2011
6539,0,12/16/2011
6538,0.13,12/15/2011
6537,0.23,12/14/2011
6536,0,12/13/2011
6535,0,12/12/2011
6534,0,12/11/2011
6533,0,12/10/2011
6532,0.81,12/9/2011
6531,0,12/8/2011
6530,0,12/7/2011
6529,0,12/6/2011
6528,0,12/5/2011
6527,1.14,12/4/2011
6526,0,12/3/2011
6525,0,12/2/2011
6524,0,12/1/2011
6523,0,11/30/2011
6522,0,11/29/2011
6521,0,11/28/2011
6520,0,11/27/2011
6519,0,11/26/2011
6518,0,11/25/2011
6517,0,11/24/2011
6516,0,11/23/2011
6515,0,11/22/2011
6514,0,11/21/2011
6513,0,11/20/2011
6512,0,11/19/2011
6511,0,11/18/2011
6510,0,11/17/2011
6509,0,11/16/2011
6508,0,11/15/2011
6507,0,11/14/2011
6506,0,11/13/2011
6505,0,11/12/2011
6504,0,11/11/2011
6503,0,11/10/2011
6502,0.03,11/9/2011
6501,0.15,11/8/2011
6500,0,11/7/2011
6499,0,11/6/2011
6498,0,11/5/2011
6497,0,11/4/2011
6496,0.48,11/3/2011
6495,0.1,11/2/2011
6494,0,11/1/2011
6493,0,10/31/2011
6492,0,10/30/2011
6491,0,10/29/2011
6490,0,10/28/2011
6489,0,10/27/2011
6488,0.05,10/26/2011
6487,0,10/25/2011
6486,0,10/24/2011
6485,0,10/23/2011
6484,0,10/22/2011
6483,0,10/21/2011
6482,0,10/20/2011
6481,0,10/19/2011
6480,0.18,10/18/2011
6479,0,10/17/2011
6478,0,10/16/2011
6477,0,10/15/2011
6476,0,10/14/2011
6475,0,10/13/2011
6474,0.38,10/12/2011
6473,0,10/11/2011
6472,0.64,10/10/2011
6471,0.13,10/9/2011
6470,3.86,10/8/2011
6469,0.1,10/7/2011
6468,0,10/6/2011
6467,0,10/5/2011
6466,0,10/4/2011
6465,0,10/3/2011
6464,0,10/2/2011
6463,0,10/1/2011
6462,0,9/30/2011
6461,0,9/29/2011
6460,0,9/28/2011
6459,0,9/27/2011
6458,0,9/26/2011
6457,0,9/25/2011
6456,0,9/24/2011
6455,0,9/23/2011
6454,0,9/22/2011
6453,0,9/21/2011
6452,0,9/20/2011
6451,0,9/19/2011
6450,0.05,9/18/2011
6449,0,9/17/2011
6448,0.69,9/16/2011
6447,0,9/15/2011
6446,0.28,9/14/2011
6445,0,9/13/2011
6444,0,9/12/2011
6443,0,9/11/2011
6442,0,9/10/2011
6441,0,9/9/2011
6440,0,9/8/2011
6439,0,9/7/2011
6438,0,9/6/2011
6437,0,9/5/2011
6436,0,9/4/2011
6435,0.66,9/3/2011
6434,0.2,9/2/2011
6433,0,9/1/2011
6432,0,8/31/2011
6431,2.51,8/30/2011
6430,0.13,8/29/2011
6429,0,8/28/2011
6428,0,8/27/2011
6427,0,8/26/2011
6426,0,8/25/2011
6425,0,8/24/2011
6424,0,8/23/2011
6423,0,8/22/2011
6422,0,8/21/2011
6421,0,8/20/2011
6420,0,8/19/2011
6419,0,8/18/2011
6418,0,8/17/2011
6417,0,8/16/2011
6416,1.4,8/15/2011
6415,0,8/14/2011
6414,0.05,8/13/2011
6413,0,8/12/2011
6412,0.03,8/11/2011
6411,0.08,8/10/2011
6410,0.13,8/9/2011
6409,1.32,8/8/2011
6408,0,8/7/2011
6407,0,8/6/2011
6406,0.69,8/5/2011
6405,0,8/4/2011
6404,0,8/3/2011
6403,0,8/2/2011
6402,0,8/1/2011
6401,0,7/31/2011
6400,0.05,7/30/2011
6399,0,7/29/2011
6398,0.1,7/28/2011
6397,0.05,7/27/2011
6396,0,7/26/2011
6395,0.56,7/25/2011
6394,0,7/24/2011
6393,0,7/23/2011
6392,2.36,7/22/2011
6391,0,7/21/2011
6390,0,7/20/2011
6389,0,7/19/2011
6388,0,7/18/2011
6387,0,7/17/2011
6386,1.24,7/16/2011
6385,0.1,7/15/2011
6384,0.64,7/14/2011
6383,0.13,7/13/2011
6382,0,7/12/2011
6381,2.51,7/11/2011
6380,0,7/10/2011
6379,0,7/9/2011
6378,0,7/8/2011
6377,4.7,7/7/2011
6376,0.23,7/6/2011
6375,0,7/5/2011
6374,0,7/4/2011
6373,0.79,7/3/2011
6372,0,7/2/2011
6371,0,7/1/2011
6370,0,6/30/2011
6369,0,6/29/2011
6368,0,6/28/2011
6367,0.13,6/27/2011
6366,0,6/26/2011
6365,2.21,6/25/2011
6364,0,6/24/2011
6363,0,6/23/2011
6362,0,6/22/2011
6361,1.57,6/21/2011
6360,1.7,6/20/2011
6359,0.18,6/19/2011
6358,0.66,6/18/2011
6357,0.23,6/17/2011
6356,0.08,6/16/2011
6355,0,6/15/2011
6354,0,6/14/2011
6353,0,6/13/2011
6352,0,6/12/2011
6351,0,6/11/2011
6350,0.05,6/10/2011
6349,0,6/9/2011
6348,0,6/8/2011
6347,0,6/7/2011
6346,0,6/6/2011
6345,0,6/5/2011
6344,0,6/4/2011
6343,0,6/3/2011
6342,0,6/2/2011
6341,0,6/1/2011
6340,1.19,5/31/2011
6339,0.03,5/30/2011
6338,0.08,5/29/2011
6337,0.38,5/28/2011
6336,0.05,5/27/2011
6335,2.74,5/26/2011
6334,4.57,5/25/2011
6333,0.25,5/24/2011
6332,0,5/23/2011
6331,0.13,5/22/2011
6330,4.42,5/21/2011
6329,1.24,5/20/2011
6328,0.76,5/19/2011
6327,0.41,5/18/2011
6326,0,5/17/2011
6325,0,5/16/2011
6324,0,5/15/2011
6323,0.2,5/14/2011
6322,1.24,5/13/2011
6321,2.01,5/12/2011
6320,0,5/11/2011
6319,0,5/10/2011
6318,0,5/9/2011
6317,0,5/8/2011
6316,0,5/7/2011
6315,0,5/6/2011
6314,0,5/5/2011
6313,0,5/4/2011
6312,0,5/3/2011
6311,0,5/2/2011
6310,0,5/1/2011
6309,0.08,4/30/2011
6308,0,4/29/2011
6307,0.03,4/28/2011
6306,0.08,4/27/2011
6305,1.52,4/26/2011
6304,0,4/25/2011
6303,0,4/24/2011
6302,0,4/23/2011
6301,0,4/22/2011
6300,0.43,4/21/2011
6299,0,4/20/2011
6298,1.83,4/19/2011
6297,0.03,4/18/2011
6296,0,4/17/2011
6295,0.76,4/16/2011
6294,2.97,4/15/2011
6293,0,4/14/2011
6292,0,4/13/2011
6291,0,4/12/2011
6290,0.03,4/11/2011
6289,0,4/10/2011
6288,0,4/9/2011
6287,0.08,4/8/2011
6286,0,4/7/2011
6285,0,4/6/2011
6284,0,4/5/2011
6283,0,4/4/2011
6282,0,4/3/2011
6281,0,4/2/2011
6280,0.03,4/1/2011
6279,0.25,3/31/2011
6278,0,3/30/2011
6277,0.56,3/29/2011
6276,0,3/28/2011
6275,0.13,3/27/2011
6274,0.08,3/26/2011
6273,0.74,3/25/2011
6272,0,3/24/2011
6271,0,3/23/2011
6270,0,3/22/2011
6269,0,3/21/2011
6268,0,3/20/2011
6267,0,3/19/2011
6266,0,3/18/2011
6265,0,3/17/2011
6264,0,3/16/2011
6263,0,3/15/2011
6262,0.08,3/14/2011
6261,0,3/13/2011
6260,0,3/12/2011
6259,0,3/11/2011
6258,0.03,3/10/2011
6257,0.03,3/9/2011
6256,0.36,3/8/2011
6255,0,3/7/2011
6254,0,3/6/2011
6253,0,3/5/2011
6252,0,3/4/2011
6251,0,3/3/2011
6250,0,3/2/2011
6249,0,3/1/2011
6248,0,2/28/2011
6247,0,2/27/2011
6246,0.13,2/26/2011
6245,0.15,2/25/2011
6244,0,2/24/2011
6243,0,2/23/2011
6242,0,2/22/2011
6241,0,2/21/2011
6240,0.05,2/20/2011
6239,0,2/19/2011
6238,0,2/18/2011
6237,0,2/17/2011
6236,0,2/16/2011
6235,0,2/15/2011
6234,0,2/14/2011
6233,0,2/13/2011
6232,0,2/12/2011
6231,0,2/11/2011
6230,0,2/10/2011
6229,0,2/9/2011
6228,0.05,2/8/2011
6227,0,2/7/2011
6226,0,2/6/2011
6225,0,2/5/2011
6224,0,2/4/2011
6223,0,2/3/2011
6222,0.13,2/2/2011
6221,0.15,2/1/2011
6220,0,1/31/2011
6219,0,1/30/2011
6218,0,1/29/2011
6217,0,1/28/2011
6216,0,1/27/2011
6215,0,1/26/2011
6214,0,1/25/2011
6213,0,1/24/2011
6212,0.05,1/23/2011
6211,0,1/22/2011
6210,0.05,1/21/2011
6209,0.86,1/20/2011
6208,0.05,1/19/2011
6207,0.03,1/18/2011
6206,0,1/17/2011
6205,0,1/16/2011
6204,0,1/15/2011
6203,0,1/14/2011
6202,0,1/13/2011
6201,0,1/12/2011
6200,0.08,1/11/2011
6199,2.08,1/10/2011
6198,0.46,1/9/2011
6197,0,1/8/2011
6196,0,1/7/2011
6195,0,1/6/2011
6194,0,1/5/2011
6193,0,1/4/2011
6192,0,1/3/2011
6191,0,1/2/2011
6190,0.03,1/1/2011
6189,0.51,12/31/2010
6188,0,12/30/2010
6187,0,12/29/2010
6186,0,12/28/2010
6185,0,12/27/2010
6184,0,12/26/2010
6183,0,12/25/2010
6182,0,12/24/2010
6181,0,12/23/2010
6180,0,12/22/2010
6179,0,12/21/2010
6178,0,12/20/2010
6177,0,12/19/2010
6176,0,12/18/2010
6175,0,12/17/2010
6174,0.1,12/16/2010
6173,0,12/15/2010
6172,0,12/14/2010
6171,0,12/13/2010
6170,0,12/12/2010
6169,0,12/11/2010
6168,0,12/10/2010
6167,0,12/9/2010
6166,0,12/8/2010
6165,0,12/7/2010
6164,0,12/6/2010
6163,0,12/5/2010
6162,0,12/4/2010
6161,0,12/3/2010
6160,0,12/2/2010
6159,0,12/1/2010
6158,0,11/30/2010
6157,0,11/29/2010
6156,0,11/28/2010
6155,0,11/27/2010
6154,0,11/26/2010
6153,0,11/25/2010
6152,0,11/24/2010
6151,0,11/23/2010
6150,0,11/22/2010
6149,0,11/21/2010
6148,0,11/20/2010
6147,0,11/19/2010
6146,0,11/18/2010
6145,0.53,11/17/2010
6144,0.08,11/16/2010
6143,0,11/15/2010
6142,0,11/14/2010
6141,0,11/13/2010
6140,0.84,11/12/2010
6139,0,11/11/2010
6138,0,11/10/2010
6137,0,11/9/2010
6136,0,11/8/2010
6135,0,11/7/2010
6134,0,11/6/2010
6133,0,11/5/2010
6132,0,11/4/2010
6131,0,11/3/2010
6130,0,11/2/2010
6129,0,11/1/2010
6128,0,10/31/2010
6127,0,10/30/2010
6126,0,10/29/2010
6125,0,10/28/2010
6124,0,10/27/2010
6123,0.3,10/26/2010
6122,0,10/25/2010
6121,0,10/24/2010
6120,0,10/23/2010
6119,0,10/22/2010
6118,0,10/21/2010
6117,0,10/20/2010
6116,0,10/19/2010
6115,0,10/18/2010
6114,0,10/17/2010
6113,0,10/16/2010
6112,0,10/15/2010
6111,0,10/14/2010
6110,0,10/13/2010
6109,0.3,10/12/2010
6108,0.1,10/11/2010
6107,0,10/10/2010
6106,0,10/9/2010
6105,0,10/8/2010
6104,0,10/7/2010
6103,0,10/6/2010
6102,0,10/5/2010
6101,0,10/4/2010
6100,0,10/3/2010
