38169.00,1,34
38265.00,1,4
38337.00,1,1.9
38435.00,1,0.16
38511.00,1,0.16
38596.00,1,1.1
38701.00,1,0
38791.00,1,0.05
38890.00,1,1.25
38973.00,1,5.5
39050.00,1,0.08
39148.00,1,0.09
39253.00,1,0.09
39343.00,1,0.09
39419.00,1,0.12
39511.00,1,0.12
39623.00,1,2.12
39715.00,1,18.7
39792.00,1,19.6
39898.00,1,1.67
39988.00,1,0.12
40073.00,1,0.13
40164.00,1,0.13
40262.00,1,0.13
40340.00,1,0.13
40449.00,1,3.77
40526.00,1,3.24
40619.00,1,8.89
40710.00,1,19.8
40801.00,1,137
40886.00,1,0.1
40997.00,1,0.1
41086.00,1,0.03
41177.00,1,51.7
41248.00,1,34.6
41352.00,1,89.7
41443.00,1,107
41529.00,1,90.8
41627.00,1,105
41709.00,1,21.25
41802.00,1,140
41898.00,1,62.5
41976.00,1,62.5
42075.00,1,62.5
42172.00,1,75.2
42263.00,1,62.4
42339.00,1,45.9
42445.00,1,0.09
42529.00,1,39.4
42621.00,1,50.3
42713.00,1,0.09
42808.00,1,0.09
42892.00,1,0.09
42997.00,1,0.09
43082.00,1,4.3
43179.00,1,0.09
43263.00,1,28.6
43361.00,1,0.09
43438.00,1,4.7
43536.00,1,0.08
43634.00,1,0.09
43719.00,1,0.09
43812.00,1,0.09
43909.00,1,1.4
44076.00,1,1.4
44168.00,1,1.3
44258.00,1,0.13
44376.00,1,0.11
44460.00,1,0.11
44539.00,1,0.11
44628.00,1,0.11
44719.00,1,0.11
44812.00,1,0.11
44901.00,1,0.11
44994.00,1,0.11
45090.00,1,0.11
45176.00,1,0.11
45273.00,1,0.11
45370.00,1,0.11
45455.00,1,0.11
38169.00,2,700
38265.00,2,36
38337.00,2,14
38435.00,2,4.5
38511.00,2,12
38596.00,2,15
38701.00,2,1.9
38791.00,2,0.08
38890.00,2,3.2
38973.00,2,22.1
39050.00,2,0.05
39148.00,2,0.58
39253.00,2,1.47
39343.00,2,1.71
39419.00,2,9.9
39511.00,2,9.4
39623.00,2,10.5
39715.00,2,131
39792.00,2,118
39898.00,2,19
39988.00,2,4.5
40073.00,2,0.14
40164.00,2,1.65
40262.00,2,4.26
40340.00,2,7.23
40449.00,2,28.6
40526.00,2,25.5
40619.00,2,250
40710.00,2,264
40801.00,2,1480
40886.00,2,0.09
40997.00,2,0.09
41086.00,2,0.16
41177.00,2,796
41248.00,2,502
41352.00,2,1130
41443.00,2,1140
41529.00,2,1060
41627.00,2,764
41709.00,2,928
41802.00,2,859
41898.00,2,446
41976.00,2,407
42075.00,2,585
42172.00,2,466
42263.00,2,455
42339.00,2,348
42445.00,2,335
42529.00,2,275
42621.00,2,231
42713.00,2,235
42808.00,2,99.8
42892.00,2,63.7
42997.00,2,30.4
43082.00,2,38.8
43179.00,2,36.8
43263.00,2,52.5
43361.00,2,0.05
43438.00,2,29.9
43536.00,2,35.8
43634.00,2,18.2
43719.00,2,28.9
43812.00,2,22.4
43909.00,2,15.4
44076.00,2,12.8
44168.00,2,8.4
44258.00,2,9.8
44376.00,2,15.4
44460.00,2,9.2
44539.00,2,14.5
44628.00,2,11.5
44719.00,2,0.17
44812.00,2,9.3
44901.00,2,50
44994.00,2,100
45090.00,2,100
45176.00,2,200
45273.00,2,200
45370.00,2,0.17
45455.00,2,10.2
38169.00,3,6500
38265.00,3,160
38337.00,3,40
38435.00,3,4.7
38511.00,3,11
38596.00,3,15
38701.00,3,3.4
38791.00,3,3
38890.00,3,17.1
38973.00,3,805
39050.00,3,3.6
39148.00,3,2.24
39253.00,3,0.1
39343.00,3,1.07
39419.00,3,32.8
39511.00,3,127
39623.00,3,156
39715.00,3,3670
39792.00,3,5500
