39898.00,3,377
39988.00,3,241
40073.00,3,73
40164.00,3,11.9
40262.00,3,25
40340.00,3,62.3
40449.00,3,489
40526.00,3,1610
40619.00,3,3860
40710.00,3,3480
40801.00,3,10200
40886.00,3,0.07
40997.00,3,0.07
41086.00,3,0.04
41177.00,3,7070
41248.00,3,4430
41352.00,3,9460
41443.00,3,13600
41529.00,3,17700
41627.00,3,27700
41709.00,3,30100
41802.00,3,28300
41898.00,3,19800
41976.00,3,22100
42075.00,3,23600
42172.00,3,14200
42263.00,3,13700
42339.00,3,10600
42445.00,3,9720
42529.00,3,7510
42621.00,3,10100
42713.00,3,8430
42808.00,3,8280
42892.00,3,8260
42997.00,3,3850
43082.00,3,3220
43179.00,3,5340
43263.00,3,6860
43361.00,3,4700
43438.00,3,6280
43536.00,3,5830
43634.00,3,2130
43719.00,3,2130
43812.00,3,1210
43909.00,3,1630
44076.00,3,265
44168.00,3,737
44258.00,3,3240
44376.00,3,2940
44460.00,3,2000
44539.00,3,2450
44628.00,3,3110
44719.00,3,4670
44812.00,3,59400
44901.00,3,10300
44994.00,3,18200
45090.00,3,15600
45176.00,3,15400
45273.00,3,18000
45370.00,3,13400
45455.00,3,7710
38169.00,4,2200
38265.00,4,2.5
38337.00,4,0.15
38435.00,4,0.05
38511.00,4,0.05
38596.00,4,0.05
38701.00,4,0.05
38791.00,4,0.06
38890.00,4,1.25
38973.00,4,0.04
39050.00,4,0.06
39148.00,4,0.05
39253.00,4,0.05
39343.00,4,0.05
39419.00,4,0.07
39511.00,4,0.07
39623.00,4,0.07
39715.00,4,0.07
39792.00,4,0.07
39898.00,4,0.07
39988.00,4,0.07
40073.00,4,0.1
40164.00,4,0.1
40262.00,4,0.1
40340.00,4,0.1
40449.00,4,0.1
40526.00,4,0.08
40619.00,4,0.08
40710.00,4,0.08
40801.00,4,2.28
40886.00,4,0.08
40997.00,4,0.08
41086.00,4,0.09
41177.00,4,0.44
41248.00,4,3.75
38511.00,5,0.16
38791.00,5,0.06
43438.00,5,167
43536.00,5,48.7
43634.00,5,31.7
43719.00,5,112
43812.00,5,126
43909.00,5,164
44076.00,5,62.4
44168.00,5,95.8
44258.00,5,115
44376.00,5,111
44460.00,5,107
44539.00,5,145
44628.00,5,166
44719.00,5,173
44812.00,5,203
44901.00,5,228
44994.00,5,529
45090.00,5,976
45176.00,5,799
45273.00,5,964
45370.00,5,667
45455.00,5,376
38169.00,6,3700
38265.00,6,14
38337.00,6,0.43
38435.00,6,0.2
38511.00,6,0.2
38596.00,6,0.2
38701.00,6,0.2
38791.00,6,0.17
38890.00,6,1.25
38973.00,6,0.12
39050.00,6,0.07
39148.00,6,0.09
39253.00,6,0.09
39343.00,6,0.09
39419.00,6,0.15
39511.00,6,0.15
39623.00,6,0.15
39715.00,6,3.39
39792.00,6,0.15
39898.00,6,0.15
39988.00,6,0.15
40073.00,6,0.2
40164.00,6,0.2
40262.00,6,0.2
40340.00,6,0.2
40449.00,6,0.2
40526.00,6,0.07
40619.00,6,0.07
40710.00,6,0.07
40801.00,6,22
40886.00,6,0.07
40997.00,6,0.07
41086.00,6,0.24
41177.00,6,6.3
41248.00,6,150
38169.00,7,240
38265.00,7,2.9
38337.00,7,0.15
38435.00,7,0.1
38511.00,7,0.1
38596.00,7,0.1
38701.00,7,0
38791.00,7,0.05
38890.00,7,1.25
38973.00,7,0.03
39050.00,7,0.08
39148.00,7,0.09
39253.00,7,0.09
39343.00,7,0.09
39419.00,7,0.13
39511.00,7,0.13
39623.00,7,0.13
39715.00,7,0.13
39792.00,7,0.13
39898.00,7,0.13
39988.00,7,0.13
40073.00,7,0.11
40164.00,7,0.11
40262.00,7,0.11
40340.00,7,0.11
40449.00,7,0.11
40526.00,7,0.11
40619.00,7,0.11
40710.00,7,0.11
40801.00,7,0.11
40886.00,7,0.11
40997.00,7,0.11
41086.00,7,0.06
41177.00,7,0.52
41248.00,7,5.75
